"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","trial_stimulus","key_press","task_type","task_target_stimulus","task_background_stimulus","task_deviant_stimuli","task_order_number","block_order_number","trial_order_number","minimum_viewing_duration","trial_looking_time","trial_pressed_space_bar","trial_space_bar_rt","stimulus","trial_stimulus_type","responses","question_order"
"[{""page_index"":0,""viewing_time"":39700.10000000002}]","39701.100000000224","instructions","0","39866","0.0-0.0","SS1604588531250","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":8625.400000000809},{""page_index"":1,""viewing_time"":13512.699999999313},{""page_index"":2,""viewing_time"":8743.500000000495},{""page_index"":3,""viewing_time"":15881.100000000515},{""page_index"":4,""viewing_time"":16224.199999998746},{""page_index"":5,""viewing_time"":15696.500000000015},{""page_index"":6,""viewing_time"":4081.7000000006374},{""page_index"":7,""viewing_time"":8622.900000000314},{""page_index"":8,""viewing_time"":3143.7999999998137}]","94532.60000000047","instructions","1","134403","0.0-1.0","SS1604588531250","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":2381.199999999779},{""page_index"":1,""viewing_time"":12232.600000001199},{""page_index"":2,""viewing_time"":3633.0999999991036}]","18247.400000000198","instructions","2","152653","0.0-2.0","SS1604588531250","","","","","","","","","","","","","","","","",""
"","2072.500000000233","practice-block","3","154932","0.0-3.0","SS1604588531250","<img src='images/practice/practice_background.jpeg' width ='500' height = '500' style='border:5px solid black'>","40","null","images/practice/practice_target.jpg","null","null","null","null","","200","2272.500000000233","","","","","",""
"","null","html-keyboard-response","4","156095","0.0-4.0","SS1604588531250","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">","","",""
"","382.20000000001164","practice-block","5","156683","0.0-5.0","SS1604588531250","<img src='images/practice/practice_background.jpeg' width ='500' height = '500' style='border:5px solid black'>","40","null","images/practice/practice_target.jpg","null","null","null","null","","200","582.2000000000116","","","","","",""
"","null","html-keyboard-response","6","157646","0.0-6.0","SS1604588531250","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">","","",""
"","277.10000000117","practice-block","7","158127","0.0-7.0","SS1604588531250","<img src='images/practice/practice_deviant.jpeg' width ='500' height = '500' style='border:5px solid black'>","40","null","images/practice/practice_target.jpg","null","null","null","null","","200","477.10000000117","","","","","",""
"","null","html-keyboard-response","8","158936","0.0-8.0","SS1604588531250","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">","","",""
"","4794.2000000002445","practice-block","9","163935","0.0-9.0-0.0","SS1604588531250","<img src='images/practice/practice_target.jpg' width ='500' height = '500' style='border:5px solid black'>","40","null","images/practice/practice_target.jpg","null","null","null","null","","200","4994.2000000002445","yes","299.30000000057044","","","",""
"","null","html-keyboard-response","10","164996","0.0-10.0","SS1604588531250","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">","","",""
"","346.7999999993481","practice-block","11","165547","0.0-11.0","SS1604588531250","<img src='images/practice/practice_background.jpeg' width ='500' height = '500' style='border:5px solid black'>","40","null","images/practice/practice_target.jpg","null","null","null","null","","200","546.7999999993481","","","","","",""
"[{""page_index"":0,""viewing_time"":2917}]","2918","task-instructions","12","168470","0.0-12.0","SS1604588531250","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":3650.700000000157},{""page_index"":1,""viewing_time"":4783.199999999837},{""page_index"":2,""viewing_time"":1193.900000000198}]","9628.600000000006","instructions","13","178102","0.0-13.0","SS1604588531250","","","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","14","179094","0.0-14.0-0.0","SS1604588531250","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">","","",""
"","737.6999999996624","stimulus-presentation","15","180046","0.0-14.0-1.0","SS1604588531250","<img src='images/simple/15.png' width ='500' height = '500' style='border:5px solid black'>","40","mixed_complex_deviant","images/simple/10.png","images/simple/15.png","images/complex/3.png,images/complex/5.png,images/complex/6.png,images/complex/12.png,images/complex/9.png,images/complex/17.png,images/complex/1.png","0","null","","200","937.6999999996624","","","","background","",""
"","null","html-keyboard-response","16","180968","0.0-14.0-0.1","SS1604588531250","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">","","",""
"","362.30000000068685","stimulus-presentation","17","181537","0.0-14.0-1.1","SS1604588531250","<img src='images/simple/15.png' width ='500' height = '500' style='border:5px solid black'>","40","mixed_complex_deviant","images/simple/10.png","images/simple/15.png","images/complex/3.png,images/complex/5.png,images/complex/6.png,images/complex/12.png,images/complex/9.png,images/complex/17.png,images/complex/1.png","0","null","","200","562.3000000006869","","","","background","",""
"","null","html-keyboard-response","18","182733","0.0-14.0-0.2","SS1604588531250","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">","","",""
"","123.99999999982538","stimulus-presentation","19","183065","0.0-14.0-1.2","SS1604588531250","<img src='images/simple/15.png' width ='500' height = '500' style='border:5px solid black'>","40","mixed_complex_deviant","images/simple/10.png","images/simple/15.png","images/complex/3.png,images/complex/5.png,images/complex/6.png,images/complex/12.png,images/complex/9.png,images/complex/17.png,images/complex/1.png","0","null","","200","323.9999999998254","","","","background","",""
"","null","html-keyboard-response","20","184003","0.0-14.0-0.3","SS1604588531250","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">","","",""
"","4795.799999999872","stimulus-presentation","21","189008","0.0-14.0-1.3","SS1604588531250","<img src='images/simple/10.png' width ='500' height = '500' style='border:5px solid black'>","40","mixed_complex_deviant","images/simple/10.png","images/simple/15.png","images/complex/3.png,images/complex/5.png,images/complex/6.png,images/complex/12.png,images/complex/9.png,images/complex/17.png,images/complex/1.png","0","null","","200","4995.799999999872","yes","2067.399999999907","","target","",""
"","null","html-keyboard-response","22","189864","0.0-14.0-0.4","SS1604588531250","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">","","",""
"","1094.199999999546","stimulus-presentation","23","191165","0.0-14.0-1.4","SS1604588531250","<img src='images/simple/10.png' width ='500' height = '500' style='border:5px solid black'>","40","mixed_complex_deviant","images/simple/10.png","images/simple/15.png","images/complex/3.png,images/complex/5.png,images/complex/6.png,images/complex/12.png,images/complex/9.png,images/complex/17.png,images/complex/1.png","0","null","","200","1294.199999999546","yes","434.6999999997788","","target","",""
"","null","html-keyboard-response","24","192346","0.0-14.0-0.5","SS1604588531250","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">","","",""
"","643.2999999996973","stimulus-presentation","25","193195","0.0-14.0-1.5","SS1604588531250","<img src='images/simple/15.png' width ='500' height = '500' style='border:5px solid black'>","40","mixed_complex_deviant","images/simple/10.png","images/simple/15.png","images/complex/3.png,images/complex/5.png,images/complex/6.png,images/complex/12.png,images/complex/9.png,images/complex/17.png,images/complex/1.png","0","null","","200","843.2999999996973","","","","background","",""
"","null","html-keyboard-response","26","194247","0.0-14.0-0.6","SS1604588531250","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">","","",""
"","215.59999999951106","stimulus-presentation","27","194669","0.0-14.0-1.6","SS1604588531250","<img src='images/simple/15.png' width ='500' height = '500' style='border:5px solid black'>","40","mixed_complex_deviant","images/simple/10.png","images/simple/15.png","images/complex/3.png,images/complex/5.png,images/complex/6.png,images/complex/12.png,images/complex/9.png,images/complex/17.png,images/complex/1.png","0","null","","200","415.59999999951106","","","","background","",""
