"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","trial_stimulus","key_press","task_type","task_target_stimulus","task_background_stimulus","task_deviant_stimuli","task_order_number","block_order_number","trial_order_number","minimum_viewing_duration","trial_looking_time","trial_pressed_space_bar","trial_space_bar_rt","stimulus","trial_stimulus_type"
"[{""page_index"":0,""viewing_time"":1193.6899996362627}]","1194.5049995556474","instructions","0","1217","0.0-0.0","SS1604515995769","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":2362.1450001373887},{""page_index"":1,""viewing_time"":1351.7199996858835},{""page_index"":2,""viewing_time"":1151.8250000663102},{""page_index"":3,""viewing_time"":1177.5899999774992},{""page_index"":4,""viewing_time"":1022.350000217557},{""page_index"":5,""viewing_time"":1039.7899998351932},{""page_index"":6,""viewing_time"":767.750000115484},{""page_index"":7,""viewing_time"":711.9200001470745},{""page_index"":8,""viewing_time"":767.7749996073544}]","10353.449999820441","instructions","1","11574","0.0-1.0","SS1604515995769","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":1093.8099999912083},{""page_index"":1,""viewing_time"":6118.030000012368},{""page_index"":2,""viewing_time"":847.7749996818602}]","8060.189999639988","instructions","2","19637","0.0-2.0","SS1604515995769","","","","","","","","","","","","","","",""
"","13236.475000157952","practice-block","3","33079","0.0-3.0","SS1604515995769","<img src='images/practice/practice_background.jpeg' width ='500' height = '500' style='border:5px solid black'>","40","null","images/practice/practice_target.jpg","null","null","null","null","","200","13436.475000157952","yes","1006.3300002366304","",""
"","null","html-keyboard-response","4","34271","0.0-4.0","SS1604515995769","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">",""
"","851.1399999260902","practice-block","5","35327","0.0-5.0","SS1604515995769","<img src='images/practice/practice_background.jpeg' width ='500' height = '500' style='border:5px solid black'>","40","null","images/practice/practice_target.jpg","null","null","null","null","","200","1051.1399999260902","","","",""
"","null","html-keyboard-response","6","36310","0.0-6.0","SS1604515995769","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">",""
"","267.2450002282858","practice-block","7","36782","0.0-7.0","SS1604515995769","<img src='images/practice/practice_deviant.jpeg' width ='500' height = '500' style='border:5px solid black'>","40","null","images/practice/practice_target.jpg","null","null","null","null","","200","467.2450002282858","","","",""
"","null","html-keyboard-response","8","38028","0.0-8.0","SS1604515995769","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">",""
"","181.03499989956617","practice-block","9","41257","0.0-9.0-0.0","SS1604515995769","<img src='images/practice/practice_target.jpg' width ='500' height = '500' style='border:5px solid black'>","40","null","images/practice/practice_target.jpg","null","null","null","null","","200","381.0349998995662","","","",""
"","981.6850000061095","practice-block","10","43657","0.0-9.1-0.1","SS1604515995769","<img src='images/practice/practice_target.jpg' width ='500' height = '500' style='border:5px solid black'>","40","null","images/practice/practice_target.jpg","null","null","null","null","","200","1181.6850000061095","","","",""
"","3158.4950000979006","practice-block","11","48104","0.0-9.2-0.2","SS1604515995769","<img src='images/practice/practice_target.jpg' width ='500' height = '500' style='border:5px solid black'>","40","null","images/practice/practice_target.jpg","null","null","null","null","","200","3358.4950000979006","","","",""
"","4215.225000400096","practice-block","12","54297","0.0-9.3-0.3","SS1604515995769","<img src='images/practice/practice_target.jpg' width ='500' height = '500' style='border:5px solid black'>","40","null","images/practice/practice_target.jpg","null","null","null","null","","200","4415.225000400096","","","",""
"","16915.05500022322","practice-block","13","73614","0.0-9.4-0.4","SS1604515995769","<img src='images/practice/practice_target.jpg' width ='500' height = '500' style='border:5px solid black'>","40","null","images/practice/practice_target.jpg","null","null","null","null","","200","17115.05500022322","","","",""
"","4878.750000149012","practice-block","14","79845","0.0-9.5-0.5","SS1604515995769","<img src='images/practice/practice_target.jpg' width ='500' height = '500' style='border:5px solid black'>","40","null","images/practice/practice_target.jpg","null","null","null","null","","200","5078.750000149012","","","",""
"","12325.41499985382","practice-block","15","92375","0.0-9.6-0.6","SS1604515995769","<img src='images/practice/practice_target.jpg' width ='500' height = '500' style='border:5px solid black'>","40","null","images/practice/practice_target.jpg","null","null","null","null","","200","12525.41499985382","yes","3855.294999666512","",""
"","null","html-keyboard-response","16","93373","0.0-10.0","SS1604515995769","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">",""
"","470.1800001785159","practice-block","17","94047","0.0-11.0","SS1604515995769","<img src='images/practice/practice_background.jpeg' width ='500' height = '500' style='border:5px solid black'>","40","null","images/practice/practice_target.jpg","null","null","null","null","","200","670.1800001785159","","","",""
"[{""page_index"":0,""viewing_time"":1517}]","1518","task-instructions","18","95571","0.0-12.0","SS1604515995769","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":1363.4400004521012},{""page_index"":1,""viewing_time"":3368.6799998395145},{""page_index"":2,""viewing_time"":886.7799998261034}]","5619.435000233352","instructions","19","101194","0.0-13.0","SS1604515995769","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","20","102021","0.0-14.0-0.0","SS1604515995769","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">",""
"","490.54500041529536","stimulus-presentation","21","102718","0.0-14.0-1.0","SS1604515995769","<img src='images/complex/7.png' width ='500' height = '500' style='border:5px solid black'>","40","all_complex","images/complex/4.png","images/complex/7.png","images/complex/5.png,images/complex/1.png,images/complex/14.png,images/complex/3.png,images/complex/15.png,images/complex/11.png,images/complex/6.png","0","null","","200","690.5450004152954","","","","background"
"","null","html-keyboard-response","22","103727","0.0-14.0-0.1","SS1604515995769","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">",""
"","354.18500006198883","stimulus-presentation","23","104286","0.0-14.0-1.1","SS1604515995769","<img src='images/complex/5.png' width ='500' height = '500' style='border:5px solid black'>","40","all_complex","images/complex/4.png","images/complex/7.png","images/complex/5.png,images/complex/1.png,images/complex/14.png,images/complex/3.png,images/complex/15.png,images/complex/11.png,images/complex/6.png","0","null","","200","554.1850000619888","","","","deviant"
"","null","html-keyboard-response","24","105539","0.0-14.0-0.2","SS1604515995769","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">",""
"","442.5349999219179","stimulus-presentation","25","106190","0.0-14.0-1.2","SS1604515995769","<img src='images/complex/7.png' width ='500' height = '500' style='border:5px solid black'>","40","all_complex","images/complex/4.png","images/complex/7.png","images/complex/5.png,images/complex/1.png,images/complex/14.png,images/complex/3.png,images/complex/15.png,images/complex/11.png,images/complex/6.png","0","null","","200","642.5349999219179","","","","background"
"","null","html-keyboard-response","26","107079","0.0-14.0-0.3","SS1604515995769","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">",""
