"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","trial_stimulus","key_press","task_type","task_target_stimulus","task_background_stimulus","task_deviant_stimuli","task_order_number","block_order_number","trial_order_number","minimum_viewing_duration","trial_looking_time","trial_pressed_space_bar","trial_space_bar_rt","stimulus","trial_stimulus_type"
"[{""page_index"":0,""viewing_time"":23097.62000013143}]","23097.96499996446","instructions","0","23116","0.0-0.0","SS1604513241143","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":9423.179999925196},{""page_index"":1,""viewing_time"":3488.395000109449},{""page_index"":2,""viewing_time"":62255.9299999848},{""page_index"":3,""viewing_time"":5848.694999935105},{""page_index"":4,""viewing_time"":4584.574999986216},{""page_index"":5,""viewing_time"":4672.53000009805},{""page_index"":6,""viewing_time"":1960.2949998807162},{""page_index"":7,""viewing_time"":5456.715000094846},{""page_index"":8,""viewing_time"":2608.3150000777096}]","100298.88999997638","instructions","1","123417","0.0-1.0","SS1604513241143","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":32554.995000129566},{""page_index"":1,""viewing_time"":4392.604999942705},{""page_index"":2,""viewing_time"":1312.14000005275}]","38259.99499997124","instructions","2","161677","0.0-2.0","SS1604513241143","","","","","","","","","","","","","","",""
"","1567.9949999321252","practice-block","3","163448","0.0-3.0","SS1604513241143","<img src='images/practice/practice_background.jpeg' width ='500' height = '500' style='border:5px solid black'>","40","null","images/practice/practice_target.jpg","null","null","null","null","","200","1767.9949999321252","","","",""
"","null","html-keyboard-response","4","164697","0.0-4.0","SS1604513241143","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">",""
"","1140.330000082031","practice-block","5","166039","0.0-5.0","SS1604513241143","<img src='images/practice/practice_background.jpeg' width ='500' height = '500' style='border:5px solid black'>","40","null","images/practice/practice_target.jpg","null","null","null","null","","200","1340.330000082031","","","",""
"","null","html-keyboard-response","6","167132","0.0-6.0","SS1604513241143","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">",""
"","433.2799999974668","practice-block","7","167767","0.0-7.0","SS1604513241143","<img src='images/practice/practice_deviant.jpeg' width ='500' height = '500' style='border:5px solid black'>","40","null","images/practice/practice_target.jpg","null","null","null","null","","200","633.2799999974668","","","",""
"","null","html-keyboard-response","8","168875","0.0-8.0","SS1604513241143","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">",""
"","4291.054999921471","practice-block","9","173367","0.0-9.0-0.0","SS1604513241143","<img src='images/practice/practice_target.jpg' width ='500' height = '500' style='border:5px solid black'>","40","null","images/practice/practice_target.jpg","null","null","null","null","","200","4491.054999921471","yes","323.20500002242625","",""
"","null","html-keyboard-response","10","174218","0.0-10.0","SS1604513241143","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">",""
"","259.92500013671815","practice-block","11","174680","0.0-11.0","SS1604513241143","<img src='images/practice/practice_background.jpeg' width ='500' height = '500' style='border:5px solid black'>","40","null","images/practice/practice_target.jpg","null","null","null","null","","200","459.92500013671815","","","",""
"[{""page_index"":0,""viewing_time"":2134}]","2134","task-instructions","12","176815","0.0-12.0","SS1604513241143","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":3038.8850001618266},{""page_index"":1,""viewing_time"":4560.534999938682},{""page_index"":2,""viewing_time"":1160.1899999659508}]","8759.860000107437","instructions","13","185576","0.0-13.0","SS1604513241143","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","14","186520","0.0-14.0-0.0","SS1604513241143","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">",""
"","580.8149999938905","stimulus-presentation","15","187303","0.0-14.0-1.0","SS1604513241143","<img src='images/simple/5.png' width ='500' height = '500' style='border:5px solid black'>","40","all_simple","images/simple/8.png","images/simple/17.png","images/simple/4.png,images/simple/15.png,images/simple/5.png,images/simple/1.png,images/simple/12.png,images/simple/2.png,images/simple/13.png","0","null","","200","780.8149999938905","","","","deviant"
"","null","html-keyboard-response","16","188270","0.0-14.0-0.1","SS1604513241143","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">",""
