"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","trial_stimulus","key_press","task_type","task_target_stimulus","task_background_stimulus","task_deviant_stimuli","task_order_number","block_order_number","trial_order_number","minimum_viewing_duration","trial_looking_time","trial_pressed_space_bar","trial_space_bar_rt","stimulus","trial_stimulus_type"
"[{""page_index"":0,""viewing_time"":58336.91499999986}]","58337.85999999964","instructions","0","58395","0.0-0.0","SS1604513459919","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":5219.7699999960605},{""page_index"":1,""viewing_time"":3687.985000004119},{""page_index"":2,""viewing_time"":2098.0500000005122},{""page_index"":3,""viewing_time"":9048.114999997779},{""page_index"":4,""viewing_time"":3935.6750000006286},{""page_index"":3,""viewing_time"":3908.2300000009127},{""page_index"":4,""viewing_time"":3016.124999994645},{""page_index"":5,""viewing_time"":3211.9050000037532},{""page_index"":6,""viewing_time"":1441.9199999974808},{""page_index"":7,""viewing_time"":1308.2649999996647},{""page_index"":8,""viewing_time"":1537.7950000038254}]","38414.44000000047","instructions","1","96814","0.0-1.0","SS1604513459919","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":1446.3600000017323},{""page_index"":1,""viewing_time"":9050.264999998035},{""page_index"":2,""viewing_time"":1345.7300000009127}]","11842.839999997523","instructions","2","108660","0.0-2.0","SS1604513459919","","","","","","","","","","","","","","",""
"","63335.79499999905","practice-block","3","172204","0.0-3.0","SS1604513459919","<img src='images/practice/practice_background.jpeg' width ='500' height = '500' style='border:5px solid black'>","40","null","images/practice/practice_target.jpg","null","null","null","null","","200","63535.79499999905","yes","54456.819999999425","",""
"","null","html-keyboard-response","4","173165","0.0-4.0","SS1604513459919","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">",""
"","519.2850000021281","practice-block","5","173891","0.0-5.0","SS1604513459919","<img src='images/practice/practice_background.jpeg' width ='500' height = '500' style='border:5px solid black'>","40","null","images/practice/practice_target.jpg","null","null","null","null","","200","719.2850000021281","","","",""
"","null","html-keyboard-response","6","175046","0.0-6.0","SS1604513459919","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">",""
"","5750.695000002452","practice-block","7","181002","0.0-7.0","SS1604513459919","<img src='images/practice/practice_deviant.jpeg' width ='500' height = '500' style='border:5px solid black'>","40","null","images/practice/practice_target.jpg","null","null","null","null","","200","5950.695000002452","","","",""
"","null","html-keyboard-response","8","181978","0.0-8.0","SS1604513459919","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">",""
"","8306.000000004133","practice-block","9","190490","0.0-9.0-0.0","SS1604513459919","<img src='images/practice/practice_target.jpg' width ='500' height = '500' style='border:5px solid black'>","40","null","images/practice/practice_target.jpg","null","null","null","null","","200","8506.000000004133","yes","1050.0800000008894","",""
"","null","html-keyboard-response","10","191443","0.0-10.0","SS1604513459919","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">",""
"","1104.684999998426","practice-block","11","192754","0.0-11.0","SS1604513459919","<img src='images/practice/practice_background.jpeg' width ='500' height = '500' style='border:5px solid black'>","40","null","images/practice/practice_target.jpg","null","null","null","null","","200","1304.684999998426","","","",""
"[{""page_index"":0,""viewing_time"":3669}]","3670","task-instructions","12","196428","0.0-12.0","SS1604513459919","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":213620.24999999994},{""page_index"":1,""viewing_time"":5627.869999996619},{""page_index"":2,""viewing_time"":1203.9700000023004}]","220452.68000000215","instructions","13","416883","0.0-13.0","SS1604513459919","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","14","417769","0.0-14.0-0.0","SS1604513459919","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">",""
"","3497.654999999213","stimulus-presentation","15","421476","0.0-14.0-1.0","SS1604513459919","<img src='images/complex/13.png' width ='500' height = '500' style='border:5px solid black'>","40","mixed_complex_deviant","images/simple/4.png","images/simple/15.png","images/complex/12.png,images/complex/1.png,images/complex/18.png,images/complex/2.png,images/complex/8.png,images/complex/13.png,images/complex/14.png","0","null","","200","3697.654999999213","yes","1608.299999999872","","deviant"
"","null","html-keyboard-response","16","422392","0.0-14.0-0.1","SS1604513459919","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">",""
"","491.62000000069384","stimulus-presentation","17","423090","0.0-14.0-1.1","SS1604513459919","<img src='images/simple/15.png' width ='500' height = '500' style='border:5px solid black'>","40","mixed_complex_deviant","images/simple/4.png","images/simple/15.png","images/complex/12.png,images/complex/1.png,images/complex/18.png,images/complex/2.png,images/complex/8.png,images/complex/13.png,images/complex/14.png","0","null","","200","691.6200000006938","","","","background"
"","null","html-keyboard-response","18","424125","0.0-14.0-0.2","SS1604513459919","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">",""
