"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","trial_stimulus","key_press","task_type","task_target_stimulus","task_background_stimulus","task_deviant_stimuli","task_order_number","block_order_number","trial_order_number","minimum_viewing_duration","trial_looking_time","trial_pressed_space_bar","trial_space_bar_rt","stimulus","trial_stimulus_type"
"[{""page_index"":0,""viewing_time"":14427.574999999706}]","14429.674999999406","instructions","0","14474","0.0-0.0","SS1604588539182","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":9454.455000000962},{""page_index"":1,""viewing_time"":5983.174999999392},{""page_index"":2,""viewing_time"":10629.90499999978},{""page_index"":3,""viewing_time"":14134.210000000166},{""page_index"":4,""viewing_time"":7078.440000001137},{""page_index"":5,""viewing_time"":8854.609999998502},{""page_index"":6,""viewing_time"":6182.9950000010285},{""page_index"":7,""viewing_time"":11966.114999999263},{""page_index"":8,""viewing_time"":15165.640000001076}]","89450.67999999992","instructions","1","103931","0.0-1.0","SS1604588539182","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":11767.27000000028},{""page_index"":1,""viewing_time"":26106.80999999933},{""page_index"":2,""viewing_time"":3447.5550000006333}]","41322.44999999966","instructions","2","145262","0.0-2.0","SS1604588539182","","","","","","","","","","","","","","",""
"","13108.505000000121","practice-block","3","158579","0.0-3.0","SS1604588539182","<img src='images/practice/practice_background.jpeg' width ='500' height = '500' style='border:5px solid black'>","40","null","images/practice/practice_target.jpg","null","null","null","null","","200","13308.505000000121","yes","1745.0350000017206","",""
"","null","html-keyboard-response","4","159615","0.0-4.0","SS1604588539182","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">",""
"","991.0849999996426","practice-block","5","160817","0.0-5.0","SS1604588539182","<img src='images/practice/practice_background.jpeg' width ='500' height = '500' style='border:5px solid black'>","40","null","images/practice/practice_target.jpg","null","null","null","null","","200","1191.0849999996426","","","",""
"","null","html-keyboard-response","6","161983","0.0-6.0","SS1604588539182","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">",""
"","1994.6000000000058","practice-block","7","164188","0.0-7.0","SS1604588539182","<img src='images/practice/practice_deviant.jpeg' width ='500' height = '500' style='border:5px solid black'>","40","null","images/practice/practice_target.jpg","null","null","null","null","","200","2194.600000000006","","","",""
"","null","html-keyboard-response","8","165069","0.0-8.0","SS1604588539182","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">",""
"","26484.505000000354","practice-block","9","191772","0.0-9.0-0.0","SS1604588539182","<img src='images/practice/practice_target.jpg' width ='500' height = '500' style='border:5px solid black'>","40","null","images/practice/practice_target.jpg","null","null","null","null","","200","26684.505000000354","yes","5306.000000000495","",""
"","null","html-keyboard-response","10","192961","0.0-10.0","SS1604588539182","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">",""
"","682.2949999987031","practice-block","11","193849","0.0-11.0","SS1604588539182","<img src='images/practice/practice_background.jpeg' width ='500' height = '500' style='border:5px solid black'>","40","null","images/practice/practice_target.jpg","null","null","null","null","","200","882.2949999987031","","","",""
"[{""page_index"":0,""viewing_time"":2752}]","2753","task-instructions","12","196606","0.0-12.0","SS1604588539182","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":6569.825000000477},{""page_index"":1,""viewing_time"":20476.665000000154},{""page_index"":2,""viewing_time"":1455.7199999999139}]","28502.930000000575","instructions","13","225124","0.0-13.0","SS1604588539182","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","14","226365","0.0-14.0-0.0","SS1604588539182","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">",""
"","1758.905000000581","stimulus-presentation","15","228334","0.0-14.0-1.0","SS1604588539182","<img src='images/simple/9.png' width ='500' height = '500' style='border:5px solid black'>","40","mixed_complex_deviant","images/simple/14.png","images/simple/9.png","images/complex/3.png,images/complex/7.png,images/complex/14.png,images/complex/6.png,images/complex/2.png,images/complex/12.png,images/complex/10.png","0","null","","200","1958.905000000581","","","","background"
"","null","html-keyboard-response","16","229597","0.0-14.0-0.1","SS1604588539182","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">",""
"","357.64999999990687","stimulus-presentation","17","230168","0.0-14.0-1.1","SS1604588539182","<img src='images/simple/9.png' width ='500' height = '500' style='border:5px solid black'>","40","mixed_complex_deviant","images/simple/14.png","images/simple/9.png","images/complex/3.png,images/complex/7.png,images/complex/14.png,images/complex/6.png,images/complex/2.png,images/complex/12.png,images/complex/10.png","0","null","","200","557.6499999999069","","","","background"
"","null","html-keyboard-response","18","231386","0.0-14.0-0.2","SS1604588539182","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">",""
"","450.46999999979744","stimulus-presentation","19","232044","0.0-14.0-1.2","SS1604588539182","<img src='images/simple/9.png' width ='500' height = '500' style='border:5px solid black'>","40","mixed_complex_deviant","images/simple/14.png","images/simple/9.png","images/complex/3.png,images/complex/7.png,images/complex/14.png,images/complex/6.png,images/complex/2.png,images/complex/12.png,images/complex/10.png","0","null","","200","650.4699999997974","","","","background"
"","null","html-keyboard-response","20","233069","0.0-14.0-0.3","SS1604588539182","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">",""
"","598.8849999994272","stimulus-presentation","21","233876","0.0-14.0-1.3","SS1604588539182","<img src='images/complex/7.png' width ='500' height = '500' style='border:5px solid black'>","40","mixed_complex_deviant","images/simple/14.png","images/simple/9.png","images/complex/3.png,images/complex/7.png,images/complex/14.png,images/complex/6.png,images/complex/2.png,images/complex/12.png,images/complex/10.png","0","null","","200","798.8849999994272","","","","deviant"
"","null","html-keyboard-response","22","234860","0.0-14.0-0.4","SS1604588539182","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">",""
"","338.3699999995006","stimulus-presentation","23","235412","0.0-14.0-1.4","SS1604588539182","<img src='images/simple/9.png' width ='500' height = '500' style='border:5px solid black'>","40","mixed_complex_deviant","images/simple/14.png","images/simple/9.png","images/complex/3.png,images/complex/7.png,images/complex/14.png,images/complex/6.png,images/complex/2.png,images/complex/12.png,images/complex/10.png","0","null","","200","538.3699999995006","","","","background"
"","null","html-keyboard-response","24","236490","0.0-14.0-0.5","SS1604588539182","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">",""
"","10399.21999999936","stimulus-presentation","25","247109","0.0-14.0-1.5","SS1604588539182","<img src='images/simple/14.png' width ='500' height = '500' style='border:5px solid black'>","40","mixed_complex_deviant","images/simple/14.png","images/simple/9.png","images/complex/3.png,images/complex/7.png,images/complex/14.png,images/complex/6.png,images/complex/2.png,images/complex/12.png,images/complex/10.png","0","null","","200","10599.21999999936","yes","5074.279999998893","","target"
"","null","html-keyboard-response","26","247951","0.0-14.0-0.6","SS1604588539182","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">",""
"","848.2899999999208","stimulus-presentation","27","249015","0.0-14.0-1.6","SS1604588539182","<img src='images/complex/3.png' width ='500' height = '500' style='border:5px solid black'>","40","mixed_complex_deviant","images/simple/14.png","images/simple/9.png","images/complex/3.png,images/complex/7.png,images/complex/14.png,images/complex/6.png,images/complex/2.png,images/complex/12.png,images/complex/10.png","0","null","","200","1048.2899999999208","","","","deviant"
"","null","html-keyboard-response","28","249826","0.0-14.0-0.7","SS1604588539182","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">",""
"","397.4149999994552","stimulus-presentation","29","250431","0.0-14.0-1.7","SS1604588539182","<img src='images/simple/9.png' width ='500' height = '500' style='border:5px solid black'>","40","mixed_complex_deviant","images/simple/14.png","images/simple/9.png","images/complex/3.png,images/complex/7.png,images/complex/14.png,images/complex/6.png,images/complex/2.png,images/complex/12.png,images/complex/10.png","0","null","","200","597.4149999994552","","","","background"
"","null","html-keyboard-response","30","251399","0.0-14.0-0.8","SS1604588539182","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">",""
"","489.1749999988242","stimulus-presentation","31","252105","0.0-14.0-1.8","SS1604588539182","<img src='images/simple/9.png' width ='500' height = '500' style='border:5px solid black'>","40","mixed_complex_deviant","images/simple/14.png","images/simple/9.png","images/complex/3.png,images/complex/7.png,images/complex/14.png,images/complex/6.png,images/complex/2.png,images/complex/12.png,images/complex/10.png","0","null","","200","689.1749999988242","","","","background"
"","null","html-keyboard-response","32","253256","0.0-14.0-0.9","SS1604588539182","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">",""
"","238.5150000009453","stimulus-presentation","33","253711","0.0-14.0-1.9","SS1604588539182","<img src='images/simple/9.png' width ='500' height = '500' style='border:5px solid black'>","40","mixed_complex_deviant","images/simple/14.png","images/simple/9.png","images/complex/3.png,images/complex/7.png,images/complex/14.png,images/complex/6.png,images/complex/2.png,images/complex/12.png,images/complex/10.png","0","null","","200","438.5150000009453","","","","background"
"","null","html-keyboard-response","34","254719","0.0-14.0-0.10","SS1604588539182","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">",""
"","303.63500000018394","stimulus-presentation","35","255244","0.0-14.0-1.10","SS1604588539182","<img src='images/simple/9.png' width ='500' height = '500' style='border:5px solid black'>","40","mixed_complex_deviant","images/simple/14.png","images/simple/9.png","images/complex/3.png,images/complex/7.png,images/complex/14.png,images/complex/6.png,images/complex/2.png,images/complex/12.png,images/complex/10.png","0","null","","200","503.63500000018394","","","","background"
"","null","html-keyboard-response","36","256390","0.0-14.0-0.11","SS1604588539182","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">",""
"","448.5050000002957","stimulus-presentation","37","257048","0.0-14.0-1.11","SS1604588539182","<img src='images/complex/14.png' width ='500' height = '500' style='border:5px solid black'>","40","mixed_complex_deviant","images/simple/14.png","images/simple/9.png","images/complex/3.png,images/complex/7.png,images/complex/14.png,images/complex/6.png,images/complex/2.png,images/complex/12.png,images/complex/10.png","0","null","","200","648.5050000002957","","","","deviant"
"","null","html-keyboard-response","38","258211","0.0-14.0-0.12","SS1604588539182","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">",""
"","356.2999999994645","stimulus-presentation","39","258773","0.0-14.0-1.12","SS1604588539182","<img src='images/simple/9.png' width ='500' height = '500' style='border:5px solid black'>","40","mixed_complex_deviant","images/simple/14.png","images/simple/9.png","images/complex/3.png,images/complex/7.png,images/complex/14.png,images/complex/6.png,images/complex/2.png,images/complex/12.png,images/complex/10.png","0","null","","200","556.2999999994645","","","","background"
"","null","html-keyboard-response","40","259598","0.0-14.0-0.13","SS1604588539182","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">",""
"","1912.1699999995762","stimulus-presentation","41","261723","0.0-14.0-1.13","SS1604588539182","<img src='images/simple/14.png' width ='500' height = '500' style='border:5px solid black'>","40","mixed_complex_deviant","images/simple/14.png","images/simple/9.png","images/complex/3.png,images/complex/7.png,images/complex/14.png,images/complex/6.png,images/complex/2.png,images/complex/12.png,images/complex/10.png","0","null","","200","2112.1699999995762","yes","654.8249999996042","","target"
"","null","html-keyboard-response","42","262978","0.0-14.0-0.14","SS1604588539182","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">",""
"","1017.9750000006752","stimulus-presentation","43","264202","0.0-14.0-1.14","SS1604588539182","<img src='images/simple/9.png' width ='500' height = '500' style='border:5px solid black'>","40","mixed_complex_deviant","images/simple/14.png","images/simple/9.png","images/complex/3.png,images/complex/7.png,images/complex/14.png,images/complex/6.png,images/complex/2.png,images/complex/12.png,images/complex/10.png","0","null","","200","1217.9750000006752","","","","background"
"","null","html-keyboard-response","44","265158","0.0-14.0-0.15","SS1604588539182","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">",""
"","306.1250000009313","stimulus-presentation","45","265670","0.0-14.0-1.15","SS1604588539182","<img src='images/simple/9.png' width ='500' height = '500' style='border:5px solid black'>","40","mixed_complex_deviant","images/simple/14.png","images/simple/9.png","images/complex/3.png,images/complex/7.png,images/complex/14.png,images/complex/6.png,images/complex/2.png,images/complex/12.png,images/complex/10.png","0","null","","200","506.1250000009313","","","","background"
"","null","html-keyboard-response","46","266597","0.0-14.0-0.16","SS1604588539182","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">",""
"","2428.4499999994296","stimulus-presentation","47","269232","0.0-14.0-1.16","SS1604588539182","<img src='images/simple/14.png' width ='500' height = '500' style='border:5px solid black'>","40","mixed_complex_deviant","images/simple/14.png","images/simple/9.png","images/complex/3.png,images/complex/7.png,images/complex/14.png,images/complex/6.png,images/complex/2.png,images/complex/12.png,images/complex/10.png","0","null","","200","2628.4499999994296","yes","524.3249999984982","","target"
"","null","html-keyboard-response","48","270246","0.0-14.0-0.17","SS1604588539182","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">",""
"","268.4549999994342","stimulus-presentation","49","270721","0.0-14.0-1.17","SS1604588539182","<img src='images/simple/9.png' width ='500' height = '500' style='border:5px solid black'>","40","mixed_complex_deviant","images/simple/14.png","images/simple/9.png","images/complex/3.png,images/complex/7.png,images/complex/14.png,images/complex/6.png,images/complex/2.png,images/complex/12.png,images/complex/10.png","0","null","","200","468.4549999994342","","","","background"
"","null","html-keyboard-response","50","271590","0.0-14.0-0.18","SS1604588539182","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">",""
"","185.455000000773","stimulus-presentation","51","271993","0.0-14.0-1.18","SS1604588539182","<img src='images/simple/9.png' width ='500' height = '500' style='border:5px solid black'>","40","mixed_complex_deviant","images/simple/14.png","images/simple/9.png","images/complex/3.png,images/complex/7.png,images/complex/14.png,images/complex/6.png,images/complex/2.png,images/complex/12.png,images/complex/10.png","0","null","","200","385.455000000773","","","","background"
"","null","html-keyboard-response","52","272817","0.0-14.0-0.19","SS1604588539182","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">",""
"","887.1699999999837","stimulus-presentation","53","273910","0.0-14.0-1.19","SS1604588539182","<img src='images/simple/9.png' width ='500' height = '500' style='border:5px solid black'>","40","mixed_complex_deviant","images/simple/14.png","images/simple/9.png","images/complex/3.png,images/complex/7.png,images/complex/14.png,images/complex/6.png,images/complex/2.png,images/complex/12.png,images/complex/10.png","0","null","","200","1087.1699999999837","","","","background"
"","null","html-keyboard-response","54","275178","0.0-14.0-0.20","SS1604588539182","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">",""
