"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","trial_stimulus","key_press","task_type","task_target_stimulus","task_background_stimulus","task_deviant_stimuli","task_order_number","block_order_number","trial_order_number","minimum_viewing_duration","trial_looking_time","trial_pressed_space_bar","trial_space_bar_rt","stimulus","trial_stimulus_type","responses","question_order"
"[{""page_index"":0,""viewing_time"":12106.96000000462}]","12108.445000019856","instructions","0","12136","0.0-0.0","SS1604513300372","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":60915.15499999514},{""page_index"":1,""viewing_time"":7064.285000029486},{""page_index"":2,""viewing_time"":6393.054999993183},{""page_index"":3,""viewing_time"":11394.449999963399},{""page_index"":4,""viewing_time"":11054.065000033006},{""page_index"":5,""viewing_time"":9218.389999994542},{""page_index"":6,""viewing_time"":4488.055000023451},{""page_index"":7,""viewing_time"":7776.779999956489},{""page_index"":8,""viewing_time"":2919.244999997318}]","121223.7900000182","instructions","1","133364","0.0-1.0","SS1604513300372","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":8514.239999989513},{""page_index"":1,""viewing_time"":8415.080000006128},{""page_index"":2,""viewing_time"":1831.145000003744}]","18761.140000016894","instructions","2","152128","0.0-2.0","SS1604513300372","","","","","","","","","","","","","","","","",""
"","3126.1750000412576","practice-block","3","155473","0.0-3.0","SS1604513300372","<img src='images/practice/practice_background.jpeg' width ='500' height = '500' style='border:5px solid black'>","40","null","images/practice/practice_target.jpg","null","null","null","null","","200","3326.1750000412576","","","","","",""
"","null","html-keyboard-response","4","156588","0.0-4.0","SS1604513300372","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">","","",""
"","775.6999999983236","practice-block","5","157584","0.0-5.0","SS1604513300372","<img src='images/practice/practice_background.jpeg' width ='500' height = '500' style='border:5px solid black'>","40","null","images/practice/practice_target.jpg","null","null","null","null","","200","975.6999999983236","","","","","",""
"","null","html-keyboard-response","6","158560","0.0-6.0","SS1604513300372","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">","","",""
"","499.2249999777414","practice-block","7","159278","0.0-7.0","SS1604513300372","<img src='images/practice/practice_deviant.jpeg' width ='500' height = '500' style='border:5px solid black'>","40","null","images/practice/practice_target.jpg","null","null","null","null","","200","699.2249999777414","","","","","",""
"","null","html-keyboard-response","8","160524","0.0-8.0","SS1604513300372","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">","","",""
"","4352.0250000292435","practice-block","9","165099","0.0-9.0-0.0","SS1604513300372","<img src='images/practice/practice_target.jpg' width ='500' height = '500' style='border:5px solid black'>","40","null","images/practice/practice_target.jpg","null","null","null","null","","200","4552.0250000292435","yes","650.8450000546873","","","",""
"","null","html-keyboard-response","10","166163","0.0-10.0","SS1604513300372","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">","","",""
"","587.5549999764189","practice-block","11","166968","0.0-11.0","SS1604513300372","<img src='images/practice/practice_background.jpeg' width ='500' height = '500' style='border:5px solid black'>","40","null","images/practice/practice_target.jpg","null","null","null","null","","200","787.5549999764189","","","","","",""
