"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject"
"[{""page_index"":0,""viewing_time"":1446.6499999980442}]","1446.909999998752","instructions","0","1461","0.0-0.0","SS1604513290343"
