"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","trial_stimulus","key_press","task_type","task_target_stimulus","task_background_stimulus","task_deviant_stimuli","task_order_number","block_order_number","trial_order_number","minimum_viewing_duration","trial_looking_time","trial_pressed_space_bar","trial_space_bar_rt","stimulus","trial_stimulus_type","responses","question_order"
"[{""page_index"":0,""viewing_time"":3548.5649999991438}]","3550.31500000041","instructions","0","3571","0.0-0.0","SS1604590570956","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":159939.78500000047},{""page_index"":1,""viewing_time"":26308.085000000603},{""page_index"":2,""viewing_time"":1655.6149999996414},{""page_index"":3,""viewing_time"":647.9500000005064},{""page_index"":4,""viewing_time"":41656.33499999967},{""page_index"":5,""viewing_time"":87213.3549999999},{""page_index"":6,""viewing_time"":41184.385000000475},{""page_index"":7,""viewing_time"":2854.339999999851},{""page_index"":8,""viewing_time"":1199.8899999998393}]","362660.2050000002","instructions","1","366245","0.0-1.0","SS1604590570956","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":1346.7750000000233},{""page_index"":1,""viewing_time"":2687.9150000003865},{""page_index"":2,""viewing_time"":775.9499999993131}]","4810.884999998962","instructions","2","371060","0.0-2.0","SS1604590570956","","","","","","","","","","","","","","","","",""
"","13013.875000000582","practice-block","3","384295","0.0-3.0","SS1604590570956","<img src='images/practice/practice_background.jpeg' width ='500' height = '500' style='border:5px solid black'>","40","null","images/practice/practice_target.jpg","null","null","null","null","","200","13213.875000000582","yes","1734.2349999999278","","","",""
"","null","html-keyboard-response","4","385523","0.0-4.0","SS1604590570956","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">","","",""
"","574.8500000008498","practice-block","5","386310","0.0-5.0","SS1604590570956","<img src='images/practice/practice_background.jpeg' width ='500' height = '500' style='border:5px solid black'>","40","null","images/practice/practice_target.jpg","null","null","null","null","","200","774.8500000008498","","","","","",""
"","null","html-keyboard-response","6","387448","0.0-6.0","SS1604590570956","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">","","",""
"","343.9950000010431","practice-block","7","387997","0.0-7.0","SS1604590570956","<img src='images/practice/practice_deviant.jpeg' width ='500' height = '500' style='border:5px solid black'>","40","null","images/practice/practice_target.jpg","null","null","null","null","","200","543.9950000010431","","","","","",""
"","null","html-keyboard-response","8","388891","0.0-8.0","SS1604590570956","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">","","",""
"","525.7349999992293","practice-block","9","394646","0.0-9.0-0.0","SS1604590570956","<img src='images/practice/practice_target.jpg' width ='500' height = '500' style='border:5px solid black'>","40","null","images/practice/practice_target.jpg","null","null","null","null","","200","725.7349999992293","","","","","",""
