"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","trial_stimulus","key_press","task_type","task_target_stimulus","task_background_stimulus","task_deviant_stimuli","task_order_number","block_order_number","trial_order_number","minimum_viewing_duration","trial_looking_time","trial_pressed_space_bar","trial_space_bar_rt","stimulus","trial_stimulus_type","responses","question_order"
"[{""page_index"":0,""viewing_time"":2945.7950000069104},{""page_index"":1,""viewing_time"":2070.07999997586},{""page_index"":2,""viewing_time"":976.9950000336394},{""page_index"":3,""viewing_time"":816.1250000121072},{""page_index"":4,""viewing_time"":760.2099999785423},{""page_index"":5,""viewing_time"":896.439999982249},{""page_index"":6,""viewing_time"":790.9250000375323},{""page_index"":7,""viewing_time"":504.419999953825}]","9762.90000003064","instructions","0","9766","0.0-0.0","SS1602797585862","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":1089.8250000318512},{""page_index"":1,""viewing_time"":5808.175000012852},{""page_index"":2,""viewing_time"":1255.8849999913946}]","8154.615000006743","instructions","1","17924","0.0-1.0","SS1602797585862","","","","","","","","","","","","","","","","",""
"","1151.1249999748543","practice-block","2","19281","0.0-2.0","SS1602797585862","<img src='images/practice/practice_background.jpeg' width ='500' height = '500' style='border:5px solid black'>","40","null","images/practice/practice_target.jpg","null","null","null","null","","200","1351.1249999748543","","","","","",""
"","null","html-keyboard-response","3","20420","0.0-3.0","SS1602797585862","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">","","",""
"","321.63999998010695","practice-block","4","20951","0.0-4.0","SS1602797585862","<img src='images/practice/practice_background.jpeg' width ='500' height = '500' style='border:5px solid black'>","40","null","images/practice/practice_target.jpg","null","null","null","null","","200","521.639999980107","","","","","",""
"","null","html-keyboard-response","5","22158","0.0-5.0","SS1602797585862","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">","","",""
"","4238.669999991544","practice-block","6","26604","0.0-6.0","SS1602797585862","<img src='images/practice/practice_deviant.jpeg' width ='500' height = '500' style='border:5px solid black'>","40","null","images/practice/practice_target.jpg","null","null","null","null","","200","4438.669999991544","yes","618.384999979753","","","",""
"","null","html-keyboard-response","7","27466","0.0-7.0","SS1602797585862","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">","","",""
"","4592.345000011846","practice-block","8","32265","0.0-8.0-0.0","SS1602797585862","<img src='images/practice/practice_target.jpg' width ='500' height = '500' style='border:5px solid black'>","40","null","images/practice/practice_target.jpg","null","null","null","null","","200","4792.345000011846","yes","2430.5049999966286","","","",""
"","null","html-keyboard-response","9","33227","0.0-9.0","SS1602797585862","","null","","","","","","","","","","","","<img src=images/blank.png width =""500"" height = ""500"" style=""border:5px solid black"">","","",""
