subject,block,block_number,trial_stimulus_path,trial_stimulus_type,trial_stimulus_complexity,trial_looking_time,trial_pressed_space_bar,trial_space_bar_rt,demog_age,demog_ethnicity,demog_gender,demog_education,total_trial_num,block_trial_num
SS1603399437186,all_simple,1,images/simple/12.png,background,simple,577.2849999950267,no,NA,70,White,Female,Associate Degree/Technical certification,58,9
SS1603399437186,all_simple,1,images/simple/12.png,background,simple,567.8550000186078,no,NA,70,White,Female,Associate Degree/Technical certification,59,10
SS1603399437186,all_simple,1,images/simple/2.png,deviant,simple,1273.4400000073947,no,NA,70,White,Female,Associate Degree/Technical certification,60,11
SS1603399437186,all_simple,1,images/simple/12.png,background,simple,826.6649999888614,no,NA,70,White,Female,Associate Degree/Technical certification,61,12
SS1603399437186,all_simple,1,images/simple/7.png,deviant,simple,982.839999999851,no,NA,70,White,Female,Associate Degree/Technical certification,62,13
SS1603399437186,all_simple,1,images/simple/12.png,background,simple,729.4200000353158,no,NA,70,White,Female,Associate Degree/Technical certification,63,14
SS1603399437186,all_simple,1,images/simple/12.png,background,simple,671.9749999931082,no,NA,70,White,Female,Associate Degree/Technical certification,64,15
SS1603399437186,all_simple,1,images/simple/12.png,background,simple,642.4650000291876,no,NA,70,White,Female,Associate Degree/Technical certification,65,16
SS1603399437186,all_simple,1,images/simple/12.png,background,simple,510.87500002468005,no,NA,70,White,Female,Associate Degree/Technical certification,66,17
SS1603399437186,all_simple,1,images/simple/11.png,deviant,simple,920.2099999994971,no,NA,70,White,Female,Associate Degree/Technical certification,67,18
SS1603399437186,all_simple,1,images/simple/12.png,background,simple,697.0900000189431,no,NA,70,White,Female,Associate Degree/Technical certification,68,19
SS1603399437186,all_simple,1,images/simple/12.png,background,simple,603.6600000108592,no,NA,70,White,Female,Associate Degree/Technical certification,69,20
SS1603399437186,all_simple,1,images/simple/12.png,background,simple,564.7900000214577,no,NA,70,White,Female,Associate Degree/Technical certification,70,21
SS1603399437186,all_simple,1,images/simple/12.png,background,simple,521.7750000185333,no,NA,70,White,Female,Associate Degree/Technical certification,71,22
SS1603399437186,all_simple,1,images/simple/4.png,target,simple,2623.190000001341,yes,1292.749999964144,70,White,Female,Associate Degree/Technical certification,72,23
SS1603399437186,all_simple,1,images/simple/12.png,background,simple,1146.105000039097,no,NA,70,White,Female,Associate Degree/Technical certification,73,24
SS1603399437186,all_simple,1,images/simple/4.png,target,simple,1717.7849999745376,yes,801.6299999435432,70,White,Female,Associate Degree/Technical certification,74,25
SS1603399437186,all_simple,1,images/simple/8.png,deviant,simple,1002.384999988135,no,NA,70,White,Female,Associate Degree/Technical certification,75,26
SS1603399437186,all_simple,1,images/simple/4.png,target,simple,1338.730000006035,yes,417.3050000099465,70,White,Female,Associate Degree/Technical certification,76,27
SS1603399437186,all_simple,1,images/simple/12.png,background,simple,855.0150000257418,no,NA,70,White,Female,Associate Degree/Technical certification,77,28
SS1603399437186,all_simple,1,images/simple/12.png,background,simple,593.7349999905564,no,NA,70,White,Female,Associate Degree/Technical certification,78,29
SS1603399437186,all_simple,1,images/simple/12.png,background,simple,621.4550000033341,no,NA,70,White,Female,Associate Degree/Technical certification,79,30
SS1603399437186,all_simple,1,images/simple/16.png,deviant,simple,1154.8500000382774,no,NA,70,White,Female,Associate Degree/Technical certification,80,31
SS1603399437186,all_simple,1,images/simple/12.png,background,simple,752.434999961406,no,NA,70,White,Female,Associate Degree/Technical certification,81,32
SS1603399437186,all_simple,1,images/simple/12.png,background,simple,594.8600000003353,no,NA,70,White,Female,Associate Degree/Technical certification,82,33
SS1603399437186,all_simple,1,images/simple/4.png,target,simple,1429.3100000242703,yes,462.6900000148453,70,White,Female,Associate Degree/Technical certification,83,34
SS1603399437186,all_simple,1,images/simple/12.png,background,simple,1894.9599999934435,no,NA,70,White,Female,Associate Degree/Technical certification,84,35
SS1603399437186,all_simple,1,images/simple/12.png,background,simple,470.7700000028126,no,NA,70,White,Female,Associate Degree/Technical certification,85,36
SS1603399437186,all_simple,1,images/simple/4.png,target,simple,1402.2449999931268,yes,515.8149999915622,70,White,Female,Associate Degree/Technical certification,86,37
SS1603399437186,all_simple,1,images/simple/12.png,background,simple,2151.554999977816,no,NA,70,White,Female,Associate Degree/Technical certification,87,38
SS1603399437186,all_simple,1,images/simple/12.png,background,simple,488.6599999619648,no,NA,70,White,Female,Associate Degree/Technical certification,88,39
SS1603399437186,all_simple,1,images/simple/4.png,target,simple,2082.3999999440275,yes,423.7499999580905,70,White,Female,Associate Degree/Technical certification,89,40
SS1603399437186,all_simple,1,images/simple/12.png,background,simple,1114.3500000354834,no,NA,70,White,Female,Associate Degree/Technical certification,90,41
SS1603399437186,all_simple,1,images/simple/4.png,target,simple,1994.7849999764003,yes,796.3400000007823,70,White,Female,Associate Degree/Technical certification,91,42
SS1603399437186,all_simple,1,images/simple/13.png,deviant,simple,1337.064999958966,no,NA,70,White,Female,Associate Degree/Technical certification,92,43
SS1603399437186,all_simple,1,images/simple/12.png,background,simple,957.0600000326522,no,NA,70,White,Female,Associate Degree/Technical certification,93,44
SS1603399437186,all_simple,1,images/simple/12.png,background,simple,629.3150000157766,no,NA,70,White,Female,Associate Degree/Technical certification,94,45
SS1603399437186,all_simple,1,images/simple/12.png,background,simple,484.3849999480881,no,NA,70,White,Female,Associate Degree/Technical certification,95,46
SS1603399437186,all_simple,1,images/simple/12.png,background,simple,594.9349999893457,no,NA,70,White,Female,Associate Degree/Technical certification,96,47
SS1603399437186,all_simple,1,images/simple/12.png,background,simple,720.2350000035949,no,NA,70,White,Female,Associate Degree/Technical certification,97,48
SS1603399437186,all_simple,1,images/simple/12.png,background,simple,653.3900000387803,no,NA,70,White,Female,Associate Degree/Technical certification,98,49
SS1603399437186,all_complex,2,images/complex/16.png,background,complex,1179.7899999539368,no,NA,70,White,Female,Associate Degree/Technical certification,99,1
SS1603399437186,all_complex,2,images/complex/16.png,background,complex,961.9100000010803,no,NA,70,White,Female,Associate Degree/Technical certification,100,2
SS1603399437186,all_complex,2,images/complex/16.png,background,complex,536.1349999904633,no,NA,70,White,Female,Associate Degree/Technical certification,101,3
SS1603399437186,all_complex,2,images/complex/1.png,deviant,complex,834.6250000060536,no,NA,70,White,Female,Associate Degree/Technical certification,102,4
SS1603399437186,all_complex,2,images/complex/16.png,background,complex,849.3699999991804,no,NA,70,White,Female,Associate Degree/Technical certification,103,5
SS1603399437186,all_complex,2,images/complex/16.png,background,complex,636.130000045523,no,NA,70,White,Female,Associate Degree/Technical certification,104,6
SS1603399437186,all_complex,2,images/complex/2.png,target,complex,1733.2049999851733,yes,818.6650000279769,70,White,Female,Associate Degree/Technical certification,105,7
SS1603399437186,all_complex,2,images/complex/2.png,target,complex,1360.4499999666587,yes,486.8199999909848,70,White,Female,Associate Degree/Technical certification,106,8
SS1603399437186,all_complex,2,images/complex/16.png,background,complex,1001.4949999633245,no,NA,70,White,Female,Associate Degree/Technical certification,107,9
SS1603399437186,all_complex,2,images/complex/16.png,background,complex,801.4500000164844,no,NA,70,White,Female,Associate Degree/Technical certification,108,10
SS1603399437186,all_complex,2,images/complex/16.png,background,complex,552.3399999830872,no,NA,70,White,Female,Associate Degree/Technical certification,109,11
SS1603399437186,all_complex,2,images/complex/16.png,background,complex,628.3750000176951,no,NA,70,White,Female,Associate Degree/Technical certification,110,12
SS1603399437186,all_complex,2,images/complex/16.png,background,complex,541.8899999815039,no,NA,70,White,Female,Associate Degree/Technical certification,111,13
SS1603399437186,all_complex,2,images/complex/16.png,background,complex,637.9900000058115,no,NA,70,White,Female,Associate Degree/Technical certification,112,14
SS1603399437186,all_complex,2,images/complex/16.png,background,complex,607.9950000159442,no,NA,70,White,Female,Associate Degree/Technical certification,113,15
SS1603399437186,all_complex,2,images/complex/18.png,deviant,complex,1149.2800000007264,no,NA,70,White,Female,Associate Degree/Technical certification,114,16
SS1603399437186,all_complex,2,images/complex/16.png,background,complex,756.4250000170432,no,NA,70,White,Female,Associate Degree/Technical certification,115,17
SS1603399437186,all_complex,2,images/complex/16.png,background,complex,585.7699999934994,no,NA,70,White,Female,Associate Degree/Technical certification,116,18
SS1603399437186,all_complex,2,images/complex/16.png,background,complex,666.6999999899417,no,NA,70,White,Female,Associate Degree/Technical certification,117,19
SS1603399437186,all_complex,2,images/complex/15.png,deviant,complex,1269.1200000001118,no,NA,70,White,Female,Associate Degree/Technical certification,118,20
SS1603399437186,all_complex,2,images/complex/16.png,background,complex,879.7399999923073,no,NA,70,White,Female,Associate Degree/Technical certification,119,21
SS1603399437186,all_complex,2,images/complex/16.png,background,complex,580.3499999921769,no,NA,70,White,Female,Associate Degree/Technical certification,120,22
SS1603399437186,all_complex,2,images/complex/16.png,background,complex,631.8899999489076,no,NA,70,White,Female,Associate Degree/Technical certification,121,23
SS1603399437186,all_complex,2,images/complex/16.png,background,complex,685.3550000116229,no,NA,70,White,Female,Associate Degree/Technical certification,122,24
SS1603399437186,all_complex,2,images/complex/2.png,target,complex,1718.8349999953061,yes,753.3200000179932,70,White,Female,Associate Degree/Technical certification,123,25
SS1603399437186,all_complex,2,images/complex/16.png,background,complex,891.5499999886379,no,NA,70,White,Female,Associate Degree/Technical certification,124,26
SS1603399437186,all_complex,2,images/complex/2.png,target,complex,1506.6000000108033,yes,633.9300000108778,70,White,Female,Associate Degree/Technical certification,125,27
SS1603399437186,all_complex,2,images/complex/14.png,deviant,complex,1292.884999990929,no,NA,70,White,Female,Associate Degree/Technical certification,126,28
SS1603399437186,all_complex,2,images/complex/16.png,background,complex,975.2200000104494,no,NA,70,White,Female,Associate Degree/Technical certification,127,29
SS1603399437186,all_complex,2,images/complex/16.png,background,complex,609.0600000345148,no,NA,70,White,Female,Associate Degree/Technical certification,128,30
SS1603399437186,all_complex,2,images/complex/10.png,deviant,complex,1128.8999999989755,no,NA,70,White,Female,Associate Degree/Technical certification,129,31
SS1603399437186,all_complex,2,images/complex/2.png,target,complex,1498.9350000279956,yes,476.5150000457652,70,White,Female,Associate Degree/Technical certification,130,32
SS1603399437186,all_complex,2,images/complex/2.png,target,complex,1579.8599999863654,yes,661.2650000024587,70,White,Female,Associate Degree/Technical certification,131,33
SS1603399437186,all_complex,2,images/complex/16.png,background,complex,952.5350000360049,no,NA,70,White,Female,Associate Degree/Technical certification,132,34
SS1603399437186,all_complex,2,images/complex/16.png,background,complex,770.3350000549108,no,NA,70,White,Female,Associate Degree/Technical certification,133,35
SS1603399437186,all_complex,2,images/complex/5.png,deviant,complex,1014.905000035651,no,NA,70,White,Female,Associate Degree/Technical certification,134,36
SS1603399437186,all_complex,2,images/complex/16.png,background,complex,685.675000003539,no,NA,70,White,Female,Associate Degree/Technical certification,135,37
SS1603399437186,all_complex,2,images/complex/16.png,background,complex,703.7850000080653,no,NA,70,White,Female,Associate Degree/Technical certification,136,38
SS1603399437186,all_complex,2,images/complex/16.png,background,complex,680.5199999827892,no,NA,70,White,Female,Associate Degree/Technical certification,137,39
SS1603399437186,all_complex,2,images/complex/16.png,background,complex,611.8249999592081,no,NA,70,White,Female,Associate Degree/Technical certification,138,40
SS1603399437186,all_complex,2,images/complex/16.png,background,complex,764.9350000312552,no,NA,70,White,Female,Associate Degree/Technical certification,139,41
SS1603399437186,all_complex,2,images/complex/3.png,deviant,complex,1108.7450000224635,no,NA,70,White,Female,Associate Degree/Technical certification,140,42
SS1603399437186,all_complex,2,images/complex/2.png,target,complex,1481.8049999768846,yes,605.2049999707378,70,White,Female,Associate Degree/Technical certification,141,43
SS1603399437186,all_complex,2,images/complex/16.png,background,complex,786.4549999823794,no,NA,70,White,Female,Associate Degree/Technical certification,142,44
SS1603399437186,all_complex,2,images/complex/16.png,background,complex,529.9799999804236,no,NA,70,White,Female,Associate Degree/Technical certification,143,45
SS1603399437186,all_complex,2,images/complex/16.png,background,complex,626.2350000208244,no,NA,70,White,Female,Associate Degree/Technical certification,144,46
SS1603399437186,all_complex,2,images/complex/16.png,background,complex,767.159999976866,no,NA,70,White,Female,Associate Degree/Technical certification,145,47
SS1603399437186,all_complex,2,images/complex/16.png,background,complex,540.41000000434,no,NA,70,White,Female,Associate Degree/Technical certification,146,48
SS1603399437186,all_complex,2,images/complex/16.png,background,complex,609.2100000125356,no,NA,70,White,Female,Associate Degree/Technical certification,147,49
SS1603399437186,mixed_complex_deviant,3,images/complex/7.png,deviant,complex,1470.7099999533966,no,NA,70,White,Female,Associate Degree/Technical certification,148,1
SS1603399437186,mixed_complex_deviant,3,images/simple/15.png,background,simple,1020.1799999806099,no,NA,70,White,Female,Associate Degree/Technical certification,149,2
SS1603399437186,mixed_complex_deviant,3,images/simple/15.png,background,simple,869.5900000049733,no,NA,70,White,Female,Associate Degree/Technical certification,150,3
SS1603399437186,mixed_complex_deviant,3,images/complex/12.png,deviant,complex,814.1150000039488,no,NA,70,White,Female,Associate Degree/Technical certification,151,4
SS1603399437186,mixed_complex_deviant,3,images/simple/15.png,background,simple,660.3200000128709,no,NA,70,White,Female,Associate Degree/Technical certification,152,5
SS1603399437186,mixed_complex_deviant,3,images/simple/17.png,target,simple,1507.5400000088848,yes,490.12000003131106,70,White,Female,Associate Degree/Technical certification,153,6
SS1603399437186,mixed_complex_deviant,3,images/simple/15.png,background,simple,862.4600000213832,no,NA,70,White,Female,Associate Degree/Technical certification,154,7
SS1603399437186,mixed_complex_deviant,3,images/simple/17.png,target,simple,1409.2200000188313,yes,539.7200000006706,70,White,Female,Associate Degree/Technical certification,155,8
SS1603399437186,mixed_complex_deviant,3,images/simple/15.png,background,simple,1353.9650000049733,no,NA,70,White,Female,Associate Degree/Technical certification,156,9
SS1603399437186,mixed_complex_deviant,3,images/simple/15.png,background,simple,751.7399999662302,no,NA,70,White,Female,Associate Degree/Technical certification,157,10
SS1603399437186,mixed_complex_deviant,3,images/simple/15.png,background,simple,602.9899999732152,no,NA,70,White,Female,Associate Degree/Technical certification,158,11
SS1603399437186,mixed_complex_deviant,3,images/simple/15.png,background,simple,687.2600000235252,no,NA,70,White,Female,Associate Degree/Technical certification,159,12
SS1603399437186,mixed_complex_deviant,3,images/simple/15.png,background,simple,628.6050000227988,no,NA,70,White,Female,Associate Degree/Technical certification,160,13
SS1603399437186,mixed_complex_deviant,3,images/simple/15.png,background,simple,615.8850000239909,no,NA,70,White,Female,Associate Degree/Technical certification,161,14
SS1603399437186,mixed_complex_deviant,3,images/simple/15.png,background,simple,644.0099999774247,no,NA,70,White,Female,Associate Degree/Technical certification,162,15
SS1603399437186,mixed_complex_deviant,3,images/simple/15.png,background,simple,583.9049999951385,no,NA,70,White,Female,Associate Degree/Technical certification,163,16
SS1603399437186,mixed_complex_deviant,3,images/complex/6.png,deviant,complex,880.9050000156276,no,NA,70,White,Female,Associate Degree/Technical certification,164,17
SS1603399437186,mixed_complex_deviant,3,images/simple/15.png,background,simple,718.1549999979325,no,NA,70,White,Female,Associate Degree/Technical certification,165,18
SS1603399437186,mixed_complex_deviant,3,images/simple/15.png,background,simple,600.7449999917299,no,NA,70,White,Female,Associate Degree/Technical certification,166,19
SS1603399437186,mixed_complex_deviant,3,images/simple/15.png,background,simple,563.2150000194088,no,NA,70,White,Female,Associate Degree/Technical certification,167,20
SS1603399437186,mixed_complex_deviant,3,images/simple/15.png,background,simple,632.5550000066869,no,NA,70,White,Female,Associate Degree/Technical certification,168,21
SS1603399437186,mixed_complex_deviant,3,images/simple/15.png,background,simple,545.789999992121,no,NA,70,White,Female,Associate Degree/Technical certification,169,22
SS1603399437186,mixed_complex_deviant,3,images/simple/15.png,background,simple,532.8350000083447,no,NA,70,White,Female,Associate Degree/Technical certification,170,23
SS1603399437186,mixed_complex_deviant,3,images/simple/15.png,background,simple,605.1599999656901,no,NA,70,White,Female,Associate Degree/Technical certification,171,24
SS1603399437186,mixed_complex_deviant,3,images/simple/15.png,background,simple,648.3199999667704,no,NA,70,White,Female,Associate Degree/Technical certification,172,25
SS1603399437186,mixed_complex_deviant,3,images/complex/8.png,deviant,complex,1147.760000010021,no,NA,70,White,Female,Associate Degree/Technical certification,173,26
SS1603399437186,mixed_complex_deviant,3,images/simple/17.png,target,simple,1618.6299999710172,yes,565.245000005234,70,White,Female,Associate Degree/Technical certification,174,27
SS1603399437186,mixed_complex_deviant,3,images/simple/17.png,target,simple,1850.3800000064075,yes,571.265000035055,70,White,Female,Associate Degree/Technical certification,175,28
SS1603399437186,mixed_complex_deviant,3,images/simple/15.png,background,simple,734.4150000018999,no,NA,70,White,Female,Associate Degree/Technical certification,176,29
SS1603399437186,mixed_complex_deviant,3,images/simple/15.png,background,simple,555.6649999809451,no,NA,70,White,Female,Associate Degree/Technical certification,177,30
SS1603399437186,mixed_complex_deviant,3,images/simple/15.png,background,simple,474.5199999772012,no,NA,70,White,Female,Associate Degree/Technical certification,178,31
SS1603399437186,mixed_complex_deviant,3,images/simple/15.png,background,simple,619.9700000463054,no,NA,70,White,Female,Associate Degree/Technical certification,179,32
SS1603399437186,mixed_complex_deviant,3,images/simple/15.png,background,simple,676.375000027474,no,NA,70,White,Female,Associate Degree/Technical certification,180,33
SS1603399437186,mixed_complex_deviant,3,images/complex/17.png,deviant,complex,1128.394999995362,no,NA,70,White,Female,Associate Degree/Technical certification,181,34
SS1603399437186,mixed_complex_deviant,3,images/simple/15.png,background,simple,676.6999999992549,no,NA,70,White,Female,Associate Degree/Technical certification,182,35
SS1603399437186,mixed_complex_deviant,3,images/simple/15.png,background,simple,645.0300000025891,no,NA,70,White,Female,Associate Degree/Technical certification,183,36
SS1603399437186,mixed_complex_deviant,3,images/complex/9.png,deviant,complex,979.599999950733,no,NA,70,White,Female,Associate Degree/Technical certification,184,37
SS1603399437186,mixed_complex_deviant,3,images/simple/15.png,background,simple,554.4150000088848,no,NA,70,White,Female,Associate Degree/Technical certification,185,38
SS1603399437186,mixed_complex_deviant,3,images/simple/15.png,background,simple,561.6800000309013,no,NA,70,White,Female,Associate Degree/Technical certification,186,39
SS1603399437186,mixed_complex_deviant,3,images/simple/15.png,background,simple,478.6850000265986,no,NA,70,White,Female,Associate Degree/Technical certification,187,40
SS1603399437186,mixed_complex_deviant,3,images/simple/17.png,target,simple,1696.320000034757,yes,569.4750000257045,70,White,Female,Associate Degree/Technical certification,188,41
SS1603399437186,mixed_complex_deviant,3,images/complex/4.png,deviant,complex,1092.7999999723397,no,NA,70,White,Female,Associate Degree/Technical certification,189,42
SS1603399437186,mixed_complex_deviant,3,images/simple/15.png,background,simple,616.3199999602512,no,NA,70,White,Female,Associate Degree/Technical certification,190,43
SS1603399437186,mixed_complex_deviant,3,images/simple/15.png,background,simple,503.7649999605492,no,NA,70,White,Female,Associate Degree/Technical certification,191,44
SS1603399437186,mixed_complex_deviant,3,images/simple/15.png,background,simple,482.98499999800697,no,NA,70,White,Female,Associate Degree/Technical certification,192,45
SS1603399437186,mixed_complex_deviant,3,images/simple/15.png,background,simple,514.8700000019744,no,NA,70,White,Female,Associate Degree/Technical certification,193,46
SS1603399437186,mixed_complex_deviant,3,images/simple/15.png,background,simple,475.81000002101064,no,NA,70,White,Female,Associate Degree/Technical certification,194,47
SS1603399437186,mixed_complex_deviant,3,images/simple/17.png,target,simple,1514.3649999983609,yes,521.9950000173412,70,White,Female,Associate Degree/Technical certification,195,48
SS1603399437186,mixed_complex_deviant,3,images/simple/17.png,target,simple,1351.9749999861233,yes,456.45999995758757,70,White,Female,Associate Degree/Technical certification,196,49
